fiscal_year,other_unallocated,total_ty_dol_m,weighted_rate,program,appn_account,file,page,total_cy,base_year,end_item_recurring_flyaway,10_unit_level_manpower,30_maintenance,40_sustaining_support,50_continuing_system_improvements,nonend_item_recurring_flyaway,non_recurring_flyaway,initial_spares,20_unit_operations,depot_activation,other,10_unitlevel_manpower,nonend_end_item_item_non_recurring_recurring_recurring_depot_flyaway_flyaway_flyaway_initial_spares_activation,nonrecurring_flyaway,other_indirect_costs
2012,14.500,14.5,1.009529,National Security Space Launch,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,37,14.4,2012.0,,,,,,,,,,,,,,,
2013,29.900,29.9,1.026589,National Security Space Launch,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,37,29.1,2012.0,,,,,,,,,,,,,,,
2014,46.200,46.2,1.040902,National Security Space Launch,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,37,44.4,2012.0,,,,,,,,,,,,,,,
2015,225.600,225.6,1.051358,National Security Space Launch,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,37,214.6,2012.0,,,,,,,,,,,,,,,
2016,224.900,224.9,1.067435,National Security Space Launch,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,37,210.7,2012.0,,,,,,,,,,,,,,,
2017,381.400,381.4,1.089772,National Security Space Launch,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,37,350.0,2012.0,,,,,,,,,,,,,,,
2018,381.900,381.9,1.112681,National Security Space Launch,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,37,343.2,2012.0,,,,,,,,,,,,,,,
2019,428.500,428.5,1.133367,National Security Space Launch,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,37,378.1,2012.0,,,,,,,,,,,,,,,
2020,414.600,414.6,1.162517,National Security Space Launch,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,37,356.6,2012.0,,,,,,,,,,,,,,,
Total,,"28,709.8",,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,"1 9 , 8 40.9",2012.0,"28,709.8",,,,,,,,,,,,,,
1994,,,0.759389,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
1995,,,0.766616,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
1996,,,0.776888,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
1997,,,0.787714,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
1998,,,0.795313,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
1999,,,0.805374,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2000,,,0.814309,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2001,,,0.823306,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2002,,,0.836998,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2003,,,0.846772,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2004,,,0.865272,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2005,,,0.889891,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2006,,,0.915580,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2007,,,0.938582,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2008,,,0.955687,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2009,,,0.969312,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2010,,,0.983041,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2011,,,1.003297,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2012,,,1.020054,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2013,,,1.043548,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2014,,,1.058947,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2015,,,1.071937,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2016,,,1.091934,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2017,,,1.117632,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2018,,,1.152105,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2019,,,1.185066,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2020,,,1.228851,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,,2012.0,,,,,,,,,,,,,,,
2021,,"1,394.9",1.279295,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,"1,090.4",2012.0,"1,394.900",,,,,,,,,,,,,,
2022,,"2,051.8",1.328605,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,"1,544.3",2012.0,"2,051.800",,,,,,,,,,,,,,
2023,,"2,402.4",1.368126,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,"1,756.0",2012.0,"2,402.400",,,,,,,,,,,,,,
2024,,"3,553.6",1.399838,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,"2,538.6",2012.0,"3,553.600",,,,,,,,,,,,,,
2025,,"3,005.4",1.429366,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,"2,102.6",2012.0,"3,005.400",,,,,,,,,,,,,,
2026,,"3,522.2",1.459383,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,"2,413.5",2012.0,"3,522.200",,,,,,,,,,,,,,
2027,,"4,728.2",1.490030,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,"3,173.2",2012.0,"4,728.200",,,,,,,,,,,,,,
2028,,"3,925.3",1.521321,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,"2,580.2",2012.0,"3,925.300",,,,,,,,,,,,,,
2029,,"3,050.5",1.553268,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,"1,963.9",2012.0,"3,050.500",,,,,,,,,,,,,,
2030,,"1,075.5",1.585887,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,38,678.2,2012.0,"1,075.500",,,,,,,,,,,,,,
Total,,"9,462.7",,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,"8 , 2 22.7",2012.0,"9,462.7",,,,,,,,,,,,,,
1994,,,0.759389,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
1995,,,0.766616,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
1996,,,0.776888,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
1997,,,0.787714,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
1998,,,0.795313,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
1999,,,0.805374,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
2000,,,0.814309,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
2001,,,0.823306,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
2002,,,0.836998,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
2003,,,0.846772,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
2004,,,0.865272,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
2005,,,0.889891,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
2006,,,0.915580,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
2007,,,0.938582,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
2008,,,0.955687,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
2009,,,0.969312,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
2010,,,0.983041,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
2011,,,1.003297,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
2012,,,1.020054,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
2013,,,1.043548,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
2014,,,1.058947,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
2015,,,1.071937,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,,2012.0,,,,,,,,,,,,,,,
2016,,"1,994.1",1.091934,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,"1,826.2",2012.0,"1,994.100",,,,,,,,,,,,,,
2017,,"2,025.8",1.117632,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,"1,812.6",2012.0,"2,025.800",,,,,,,,,,,,,,
2018,,"1,735.9",1.152105,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,"1,506.7",2012.0,"1,735.900",,,,,,,,,,,,,,
2019,,"2,016.5",1.185066,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,"1,701.6",2012.0,"2,016.500",,,,,,,,,,,,,,
2020,,"1,690.4",1.228851,National Security Space Launch,"3021F - Space Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,39,"1,375.6",2012.0,"1,690.400",,,,,,,,,,,,,,
Total,,"21,101.6",,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,"2 1 , 4 45.0",2012.0,"21,101.6",,,,,,,,,,,,,,
1994,,,0.759389,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,,2012.0,,,,,,,,,,,,,,,
1995,,,0.766616,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,,2012.0,,,,,,,,,,,,,,,
1996,,,0.776888,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,,2012.0,,,,,,,,,,,,,,,
1997,,,0.787714,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,,2012.0,,,,,,,,,,,,,,,
1998,,,0.795313,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,,2012.0,,,,,,,,,,,,,,,
1999,,,0.805374,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,,2012.0,,,,,,,,,,,,,,,
2000,,179.0,0.814309,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,219.8,2012.0,179.000,,,,,,,,,,,,,,
2001,,518.4,0.823306,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,629.7,2012.0,518.400,,,,,,,,,,,,,,
2002,,6.1,0.836998,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,7.3,2012.0,6.100,,,,,,,,,,,,,,
2003,,200.2,0.846772,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,236.4,2012.0,200.200,,,,,,,,,,,,,,
2004,,"1,094.2",0.865272,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,"1,264.6",2012.0,"1,094.200",,,,,,,,,,,,,,
2005,,670.6,0.889891,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,753.6,2012.0,670.600,,,,,,,,,,,,,,
2006,,721.7,0.915580,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,788.2,2012.0,721.700,,,,,,,,,,,,,,
2007,,"1,013.1",0.938582,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,"1,079.4",2012.0,"1,013.100",,,,,,,,,,,,,,
2008,,"1,586.0",0.955687,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,"1,659.5",2012.0,"1,586.000",,,,,,,,,,,,,,
2009,,"2,213.2",0.969312,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,"2,283.3",2012.0,"2,213.200",,,,,,,,,,,,,,
2010,,"1,558.5",0.983041,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,"1,585.4",2012.0,"1,558.500",,,,,,,,,,,,,,
2011,,"2,097.9",1.003297,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,"2,091.0",2012.0,"2,097.900",,,,,,,,,,,,,,
2012,,"3,070.5",1.020054,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,"3,010.1",2012.0,"3,070.500",,,,,,,,,,,,,,
2013,,"2,254.6",1.043548,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,"2,160.5",2012.0,"2,254.600",,,,,,,,,,,,,,
2014,,"1,877.3",1.058947,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,"1,772.8",2012.0,"1,877.300",,,,,,,,,,,,,,
2015,,"2,040.3",1.071937,National Security Space Launch,"3020F - Missile Procurement, Air Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,40,"1,903.4",2012.0,"2,040.300",,,,,,,,,,,,,,
Total,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,"1,256.8",2012.0,,,,,,,,,,,"1,256.8",,,,
2000,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,7.9,2012.0,,,,,,,,,,,7.882,,,,
2001,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,8.6,2012.0,,,,,,,,,,,8.606,,,,
2002,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,33.4,2012.0,,,,,,,,,,,33.379,,,,
2003,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,33.3,2012.0,,,,,,,,,,,33.287,,,,
2004,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,26.7,2012.0,,,,,,,,,,,26.683,,,,
2005,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,25.1,2012.0,,,,,,,,,,,25.139,,,,
2006,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,43.9,2012.0,,,,,,,,,,,43.912,,,,
2007,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.7,2012.0,,,,,,,,,,,45.737,,,,
2008,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,37.9,2012.0,,,,,,,,,,,37.932,,,,
2009,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,47.2,2012.0,,,,,,,,,,,47.242,,,,
2010,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,42.5,2012.0,,,,,,,,,,,42.501,,,,
2011,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,40.5,2012.0,,,,,,,,,,,40.452,,,,
2012,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.6,2012.0,,,,,,,,,,,45.552,,,,
2013,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.8,2012.0,,,,,,,,,,,45.840,,,,
2014,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.9,2012.0,,,,,,,,,,,45.857,,,,
2015,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.8,2012.0,,,,,,,,,,,45.801,,,,
2016,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.7,2012.0,,,,,,,,,,,45.747,,,,
2017,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.7,2012.0,,,,,,,,,,,45.695,,,,
2018,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.6,2012.0,,,,,,,,,,,45.645,,,,
2019,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.6,2012.0,,,,,,,,,,,45.594,,,,
2020,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.5,2012.0,,,,,,,,,,,45.544,,,,
2021,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.5,2012.0,,,,,,,,,,,45.495,,,,
2022,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.4,2012.0,,,,,,,,,,,45.446,,,,
2023,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.4,2012.0,,,,,,,,,,,45.397,,,,
2024,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.3,2012.0,,,,,,,,,,,45.349,,,,
2025,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.3,2012.0,,,,,,,,,,,45.302,,,,
2026,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.3,2012.0,,,,,,,,,,,45.255,,,,
2027,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.2,2012.0,,,,,,,,,,,45.208,,,,
2028,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.2,2012.0,,,,,,,,,,,45.162,,,,
2029,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,49,45.1,2012.0,,,,,,,,,,,45.116,,,,
2030,,,,System: NSSL,Operating and Support Cost Elements,sar_pdfs\NSSL_MSAR_Dec_2023.pdf,50,45.1,2012.0,,,,,,,,,,,45.070,,,,
Total,"2,084.4","2,084.4",,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,34,"1 , 8 38.0",2014.0,,,,,,,,,,,,,,,
2013,77.609,77.6,0.998396,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,34,77.7,2014.0,,,,,,,,,,,,,,,
2014,86.470,86.5,1.012503,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,34,85.4,2014.0,,,,,,,,,,,,,,,
2015,181.719,181.7,1.025243,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,34,177.2,2014.0,,,,,,,,,,,,,,,
2016,348.708,348.7,1.044272,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,34,333.9,2014.0,,,,,,,,,,,,,,,
2017,301.432,301.4,1.063810,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,34,283.4,2014.0,,,,,,,,,,,,,,,
2018,162.082,162.1,1.089868,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,34,148.7,2014.0,,,,,,,,,,,,,,,
2019,145.841,145.8,1.110859,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,34,131.3,2014.0,,,,,,,,,,,,,,,
2020,112.187,112.2,1.151709,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,34,97.4,2014.0,,,,,,,,,,,,,,,
2021,54.537,54.5,1.203472,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,34,45.3,2014.0,,,,,,,,,,,,,,,
2022,84.743,84.7,1.266344,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,34,66.9,2014.0,,,,,,,,,,,,,,,
